,time,in_ciai,in_cici,in_cici_co2,in_cici_humi,in_cici_noise,in_cici_pm10,in_cici_pm25,in_cici_temp,in_cici_voc,in_co2,in_humi,in_noise,in_pm01,in_pm01_raw,in_pm10,in_pm10_raw,in_pm25,in_pm25_raw,in_temp,in_voc
181,2021-02-04 13:53:00+00:00,96.0,96.0,90.0,47.0,82.0,96.0,96.0,97.0,100.0,488.0,19.0,51.0,11.0,11.0,11.0,11.0,6.0,6.0,19.984621,0.0
182,2021-02-04 13:54:00+00:00,96.0,96.0,90.0,47.0,81.0,96.0,96.0,97.0,100.0,487.0,19.0,52.0,11.0,11.0,11.0,11.0,6.0,6.0,19.984621,0.0
183,2021-02-04 13:55:00+00:00,96.0,96.0,90.0,47.0,82.0,96.0,96.0,97.0,100.0,484.0,19.0,51.0,11.0,11.0,11.0,11.0,6.0,6.0,19.984621,0.0
184,2021-02-04 13:57:00+00:00,96.0,96.0,90.0,47.0,81.0,96.0,96.0,97.0,100.0,489.0,19.0,53.0,11.0,11.0,11.0,11.0,6.0,6.0,19.984621,0.0
185,2021-02-04 13:58:00+00:00,96.0,96.0,90.0,47.0,81.0,96.0,96.0,97.0,100.0,485.0,19.0,52.0,11.0,11.0,11.0,11.0,6.0,6.0,19.984621,0.0
186,2021-02-04 13:59:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,96.0,97.0,100.0,483.0,19.0,51.0,10.0,10.0,10.0,10.0,6.0,6.0,19.984621,0.0
187,2021-02-04 14:00:00+00:00,96.0,96.0,90.0,47.0,82.0,96.0,96.0,97.0,100.0,485.0,19.0,51.0,11.0,11.0,11.0,11.0,6.0,6.0,19.984621,0.0
188,2021-02-04 14:03:00+00:00,96.0,96.0,90.0,47.0,82.0,96.0,96.0,97.0,100.0,478.0,19.0,50.0,11.0,11.0,11.0,11.0,6.0,6.0,19.984621,0.0
189,2021-02-04 14:04:00+00:00,96.0,96.0,90.0,47.0,82.0,96.0,96.0,97.0,100.0,482.0,19.0,51.0,11.0,11.0,11.0,11.0,6.0,6.0,19.984621,0.0
190,2021-02-04 14:05:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,96.0,97.0,100.0,480.0,19.0,53.0,10.0,10.0,10.0,10.0,6.0,6.0,19.984621,0.0
191,2021-02-04 14:06:00+00:00,96.0,96.0,91.0,47.0,81.0,96.0,96.0,97.0,100.0,474.0,19.0,52.0,11.0,11.0,11.0,11.0,6.0,6.0,19.984621,0.0
192,2021-02-04 14:07:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,96.0,97.0,100.0,475.0,19.0,52.0,10.0,10.0,10.0,10.0,6.0,6.0,19.984621,0.0
193,2021-02-04 14:09:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,96.0,97.0,100.0,479.0,19.0,52.0,10.0,10.0,10.0,10.0,6.0,6.0,19.984621,0.0
194,2021-02-04 14:10:00+00:00,96.0,96.0,90.0,47.0,80.0,96.0,96.0,97.0,100.0,479.0,19.0,54.0,11.0,11.0,11.0,11.0,6.0,6.0,19.984621,0.0
195,2021-02-04 14:11:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,96.0,97.0,100.0,472.0,19.0,52.0,10.0,10.0,10.0,10.0,6.0,6.0,19.984621,0.0
196,2021-02-04 14:14:00+00:00,96.0,96.0,90.0,47.0,82.0,96.0,96.0,97.0,100.0,481.0,19.0,51.0,11.0,11.0,11.0,11.0,6.0,6.0,19.984621,0.0
197,2021-02-04 14:15:00+00:00,96.0,96.0,90.0,47.0,81.0,96.0,96.0,97.0,100.0,479.0,19.0,53.0,11.0,11.0,11.0,11.0,6.0,6.0,19.984621,0.0
198,2021-02-04 14:16:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,96.0,97.0,100.0,480.0,19.0,52.0,10.0,10.0,10.0,10.0,6.0,6.0,19.984621,0.0
199,2021-02-04 14:17:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,96.0,97.0,100.0,483.0,19.0,52.0,10.0,10.0,10.0,10.0,6.0,6.0,19.984621,0.0
200,2021-02-04 14:18:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,96.0,97.0,100.0,484.0,19.0,51.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
201,2021-02-04 14:19:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,96.0,97.0,100.0,484.0,19.0,53.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
202,2021-02-04 14:20:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,96.0,97.0,100.0,483.0,19.0,53.0,10.0,10.0,10.0,10.0,6.0,6.0,19.984621,0.0
203,2021-02-04 14:21:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,96.0,97.0,100.0,483.0,19.0,52.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
204,2021-02-04 14:23:00+00:00,96.0,96.0,90.0,47.0,81.0,96.0,96.0,97.0,100.0,485.0,19.0,52.0,11.0,11.0,11.0,11.0,6.0,6.0,20.084572,0.0
205,2021-02-04 14:25:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,96.0,97.0,100.0,478.0,19.0,52.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
206,2021-02-04 14:27:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,96.0,97.0,100.0,485.0,19.0,51.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
207,2021-02-04 14:28:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,96.0,97.0,100.0,478.0,19.0,51.0,10.0,10.0,10.0,10.0,6.0,6.0,19.984621,0.0
208,2021-02-04 14:30:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,96.0,97.0,100.0,481.0,19.0,53.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
209,2021-02-04 14:31:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,96.0,97.0,100.0,481.0,19.0,52.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
210,2021-02-04 14:32:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,96.0,97.0,100.0,475.0,19.0,51.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
211,2021-02-04 14:33:00+00:00,96.0,96.0,91.0,47.0,81.0,96.0,96.0,97.0,100.0,473.0,19.0,53.0,11.0,11.0,11.0,11.0,6.0,6.0,20.084572,0.0
212,2021-02-04 14:34:00+00:00,96.0,96.0,91.0,47.0,82.0,96.0,96.0,97.0,100.0,475.0,19.0,51.0,10.0,10.0,11.0,11.0,6.0,6.0,20.084572,0.0
213,2021-02-04 14:35:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,96.0,97.0,100.0,481.0,19.0,51.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
214,2021-02-04 14:36:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,96.0,97.0,100.0,470.0,19.0,51.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
215,2021-02-04 14:37:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,96.0,97.0,100.0,475.0,19.0,52.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
216,2021-02-04 14:39:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,96.0,97.0,100.0,478.0,19.0,51.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
217,2021-02-04 14:40:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,96.0,97.0,100.0,477.0,19.0,53.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
218,2021-02-04 14:41:00+00:00,96.0,96.0,91.0,47.0,81.0,96.0,96.0,97.0,100.0,471.0,19.0,53.0,10.0,10.0,11.0,11.0,6.0,6.0,20.084572,0.0
219,2021-02-04 14:42:00+00:00,96.0,96.0,91.0,47.0,81.0,96.0,96.0,97.0,100.0,468.0,19.0,52.0,10.0,10.0,11.0,11.0,6.0,6.0,20.084572,0.0
220,2021-02-04 14:43:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,96.0,97.0,100.0,469.0,19.0,52.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
221,2021-02-04 14:44:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,96.0,97.0,100.0,471.0,19.0,52.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
222,2021-02-04 14:45:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,96.0,97.0,100.0,476.0,19.0,52.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
223,2021-02-04 14:46:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,96.0,97.0,100.0,469.0,19.0,51.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
224,2021-02-04 14:48:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,96.0,97.0,100.0,476.0,19.0,53.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
225,2021-02-04 14:51:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,96.0,97.0,100.0,467.0,19.0,53.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
226,2021-02-04 14:53:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,96.0,97.0,100.0,473.0,19.0,53.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
227,2021-02-04 14:54:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,97.0,97.0,100.0,466.0,19.0,53.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
228,2021-02-04 14:55:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,96.0,97.0,100.0,472.0,19.0,51.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
229,2021-02-04 14:56:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,96.0,97.0,100.0,471.0,19.0,51.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
230,2021-02-04 14:57:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,97.0,97.0,100.0,467.0,19.0,53.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
231,2021-02-04 14:58:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,97.0,97.0,100.0,469.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
232,2021-02-04 14:59:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,97.0,97.0,100.0,477.0,19.0,52.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
233,2021-02-04 15:00:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,97.0,97.0,100.0,470.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
234,2021-02-04 15:01:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,97.0,97.0,100.0,473.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
235,2021-02-04 15:04:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,96.0,97.0,100.0,472.0,19.0,52.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
236,2021-02-04 15:05:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,97.0,97.0,100.0,468.0,19.0,53.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
237,2021-02-04 15:07:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,97.0,97.0,100.0,470.0,19.0,52.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
238,2021-02-04 15:10:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,97.0,97.0,100.0,471.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
239,2021-02-04 15:11:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,97.0,97.0,100.0,474.0,19.0,53.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
240,2021-02-04 15:13:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,97.0,97.0,100.0,480.0,19.0,52.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
241,2021-02-04 15:14:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,97.0,97.0,100.0,479.0,19.0,52.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
242,2021-02-04 15:16:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,96.0,97.0,100.0,471.0,19.0,53.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
243,2021-02-04 15:19:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,97.0,97.0,100.0,465.0,19.0,53.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
244,2021-02-04 15:20:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,97.0,97.0,100.0,472.0,19.0,53.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
245,2021-02-04 15:22:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,96.0,97.0,100.0,477.0,19.0,51.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
246,2021-02-04 15:25:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,96.0,97.0,100.0,473.0,19.0,51.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
247,2021-02-04 15:26:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,97.0,97.0,100.0,468.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
248,2021-02-04 15:27:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,97.0,97.0,100.0,474.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
249,2021-02-04 15:28:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,97.0,97.0,100.0,472.0,19.0,52.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
250,2021-02-04 15:29:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,97.0,97.0,100.0,472.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
251,2021-02-04 15:32:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,97.0,100.0,476.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
252,2021-02-04 15:34:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,97.0,97.0,100.0,474.0,19.0,52.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
253,2021-02-04 15:36:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,97.0,97.0,100.0,464.0,19.0,53.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
254,2021-02-04 15:37:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,96.0,97.0,100.0,467.0,19.0,52.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
255,2021-02-04 15:38:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,96.0,97.0,100.0,462.0,19.0,51.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
256,2021-02-04 15:39:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,97.0,97.0,100.0,475.0,19.0,52.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
257,2021-02-04 15:40:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,97.0,97.0,100.0,470.0,19.0,53.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
258,2021-02-04 15:41:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,97.0,97.0,100.0,464.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
259,2021-02-04 15:43:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,96.0,97.0,100.0,474.0,19.0,52.0,10.0,10.0,10.0,10.0,6.0,6.0,20.084572,0.0
260,2021-02-04 15:44:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,97.0,97.0,100.0,475.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
261,2021-02-04 15:49:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,97.0,97.0,100.0,468.0,19.0,51.0,10.0,10.0,10.0,10.0,5.0,5.0,20.084572,0.0
262,2021-02-04 15:51:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,97.0,97.0,100.0,469.0,19.0,52.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
263,2021-02-04 15:52:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,97.0,97.0,100.0,476.0,19.0,52.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
264,2021-02-04 15:56:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,97.0,100.0,480.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
265,2021-02-04 15:58:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,97.0,98.0,100.0,473.0,19.0,52.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
266,2021-02-04 15:59:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,97.0,97.0,100.0,470.0,19.0,50.0,9.0,9.0,9.0,9.0,5.0,5.0,20.084572,0.0
267,2021-02-04 16:00:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,97.0,98.0,100.0,467.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
268,2021-02-04 16:01:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,97.0,98.0,100.0,470.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
269,2021-02-04 16:02:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,97.0,98.0,100.0,468.0,19.0,53.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
270,2021-02-04 16:03:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,97.0,98.0,100.0,472.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
271,2021-02-04 16:04:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,97.0,98.0,100.0,475.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
272,2021-02-04 16:05:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,97.0,98.0,100.0,476.0,19.0,52.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
273,2021-02-04 16:07:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,97.0,98.0,100.0,473.0,19.0,51.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
274,2021-02-04 16:08:00+00:00,96.0,96.0,90.0,47.0,80.0,97.0,97.0,98.0,100.0,476.0,19.0,54.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
275,2021-02-04 16:09:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,98.0,100.0,477.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
276,2021-02-04 16:10:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,97.0,98.0,100.0,482.0,19.0,52.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
277,2021-02-04 16:11:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,98.0,100.0,476.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
278,2021-02-04 16:12:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,97.0,98.0,100.0,476.0,19.0,52.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
279,2021-02-04 16:14:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,98.0,100.0,480.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
280,2021-02-04 16:15:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,98.0,100.0,478.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
281,2021-02-04 16:16:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,97.0,98.0,100.0,479.0,19.0,53.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
282,2021-02-04 16:17:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,97.0,98.0,100.0,477.0,19.0,52.0,8.0,8.0,9.0,9.0,,,20.18452,0.0
283,2021-02-04 16:19:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,97.0,98.0,100.0,473.0,19.0,53.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
284,2021-02-04 16:21:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,97.0,98.0,100.0,474.0,19.0,51.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
285,2021-02-04 16:22:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,98.0,100.0,479.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
286,2021-02-04 16:23:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,97.0,98.0,100.0,477.0,19.0,52.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
287,2021-02-04 16:25:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,97.0,98.0,100.0,468.0,19.0,52.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
288,2021-02-04 16:26:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,97.0,98.0,100.0,475.0,19.0,52.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
289,2021-02-04 16:27:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,97.0,98.0,100.0,473.0,19.0,52.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
290,2021-02-04 16:29:00+00:00,96.0,96.0,91.0,47.0,81.0,97.0,97.0,98.0,100.0,472.0,19.0,52.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
291,2021-02-04 16:33:00+00:00,96.0,96.0,91.0,47.0,82.0,97.0,97.0,98.0,100.0,474.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
292,2021-02-04 16:34:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,97.0,98.0,100.0,482.0,19.0,53.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
293,2021-02-04 16:37:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,98.0,100.0,492.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
294,2021-02-04 16:38:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,98.0,100.0,481.0,19.0,51.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
295,2021-02-04 16:39:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,98.0,100.0,484.0,19.0,51.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
296,2021-02-04 16:40:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,98.0,100.0,484.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
297,2021-02-04 16:41:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,98.0,100.0,485.0,19.0,51.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
298,2021-02-04 16:42:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,97.0,98.0,100.0,489.0,19.0,52.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
299,2021-02-04 16:43:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,98.0,100.0,487.0,19.0,51.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
300,2021-02-04 16:44:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,97.0,98.0,100.0,483.0,19.0,52.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
301,2021-02-04 16:45:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,98.0,100.0,483.0,19.0,51.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
302,2021-02-04 16:46:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,97.0,98.0,100.0,488.0,19.0,52.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
303,2021-02-04 16:48:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,97.0,98.0,100.0,484.0,19.0,53.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
304,2021-02-04 16:49:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,97.0,98.0,100.0,482.0,19.0,52.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
305,2021-02-04 16:50:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,98.0,100.0,482.0,19.0,51.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
306,2021-02-04 16:59:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,98.0,100.0,479.0,19.0,51.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
307,2021-02-04 17:01:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,98.0,100.0,488.0,19.0,51.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
308,2021-02-04 17:02:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,98.0,100.0,489.0,19.0,51.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
309,2021-02-04 17:03:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,98.0,100.0,495.0,19.0,51.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
310,2021-02-04 17:04:00+00:00,96.0,96.0,89.0,47.0,82.0,97.0,97.0,98.0,100.0,503.0,19.0,51.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
311,2021-02-04 17:05:00+00:00,96.0,96.0,89.0,47.0,81.0,97.0,97.0,98.0,100.0,502.0,19.0,52.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
312,2021-02-04 17:06:00+00:00,96.0,96.0,89.0,47.0,82.0,97.0,97.0,98.0,100.0,506.0,19.0,51.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
313,2021-02-04 17:07:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,97.0,98.0,100.0,498.0,19.0,52.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
314,2021-02-04 17:08:00+00:00,96.0,96.0,90.0,47.0,81.0,97.0,97.0,98.0,100.0,497.0,19.0,52.0,9.0,9.0,9.0,9.0,5.0,5.0,20.18452,0.0
315,2021-02-04 17:09:00+00:00,96.0,96.0,89.0,47.0,81.0,97.0,97.0,98.0,100.0,501.0,19.0,52.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
316,2021-02-04 17:10:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,98.0,100.0,497.0,19.0,51.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
317,2021-02-04 17:11:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,98.0,100.0,495.0,19.0,51.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
318,2021-02-04 17:12:00+00:00,96.0,96.0,90.0,47.0,82.0,97.0,97.0,98.0,100.0,499.0,19.0,51.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
319,2021-02-04 17:13:00+00:00,96.0,96.0,89.0,47.0,82.0,97.0,97.0,98.0,100.0,501.0,19.0,51.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
320,2021-02-04 17:14:00+00:00,96.0,96.0,89.0,47.0,81.0,97.0,97.0,98.0,100.0,515.0,19.0,52.0,8.0,8.0,8.0,8.0,,,20.18452,0.0
